CustomerKey,FirstName,LastName,Gender,Occupation,YearlyIncome,MaritalStatus,GeographyKey
11257,Jacqueline,Powell,F,Management,120000,S,345
11258,Xavier,Hill,M,Management,120000,M,352
11259,Victoria,Stewart,F,Professional,100000,M,548
11260,Katelyn,Kelly,F,Management,110000,M,302
11261,Stephanie,Collins,F,Management,130000,M,359
11262,Jennifer,Simmons,F,Management,80000,M,60
11263,Trinity,Richardson,F,Professional,90000,M,612
11264,Eduardo,Martin,M,Professional,90000,S,618
11265,Elizabeth,Jones,F,Professional,90000,M,623
11266,Taylor,Howard,F,Professional,90000,S,632
11267,David,Diaz,M,Professional,120000,S,302
11268,Katelyn,Carter,F,Management,130000,M,312
11269,Ryan,Foster,M,Management,130000,M,314
11270,Robert,Lee,M,Management,130000,M,334
11271,Danielle,Reed,F,Management,150000,S,360
11272,Lauren,Martinez,F,Professional,70000,S,300
11273,Nathan,Lal,M,Professional,90000,M,331
11274,Kyle,Foster,M,Management,50000,M,609
11275,Jenny,Rai,F,Management,80000,M,310
11276,Nancy,Chapman,F,Professional,80000,M,49
11277,Charles,Jackson,M,Professional,80000,M,62
11278,Jonathan,Phillips,M,Professional,90000,S,614
11279,Amanda,Cook,F,Professional,90000,M,616
11280,Robert,Collins,M,Professional,90000,M,626
11281,Megan,Barnes,F,Management,110000,S,301
11282,Christian,Thomas,M,Professional,90000,M,612
11283,Arturo,Lal,M,Management,110000,M,299
11284,Theresa,Serrano,F,Management,110000,M,307
11285,Jeremy,Anderson,M,Professional,120000,M,322
11286,Hunter,Griffin,M,Management,170000,M,374
11287,Henry,Garcia,M,Professional,70000,M,49
11288,Cindy,Sanchez,F,Management,110000,M,301
11289,Maria,Carter,F,Management,130000,M,315
11290,Katelyn,Sanchez,F,Management,130000,M,334
11291,Jenna,Wright,F,Management,130000,M,335
11292,Seth,Phillips,M,Professional,150000,S,361
11293,Luke,Long,M,Professional,60000,S,632
11294,Dalton,Clark,M,Professional,60000,M,618
11295,Taylor,Lewis,F,Skilled Manual,80000,S,311
11296,Haley,Richardson,F,Management,50000,S,616
11297,Noah,Coleman,M,Management,70000,S,301
11298,Jon,Luo,M,Management,70000,M,307
11299,Orlando,Vazquez,M,Management,70000,M,301
11300,Fernando,Barnes,M,Professional,80000,M,54
11301,Cameron,Rodriguez,M,Professional,80000,M,607
11302,Spencer,Russell,M,Professional,90000,S,539
11303,Julia,Coleman,F,Professional,90000,S,614
11304,Julia,Garcia,F,Professional,100000,M,547
11305,Sean,Evans,M,Professional,110000,M,307
11306,Micah,Zhou,M,Professional,110000,M,312
11307,Hunter,Rodriguez,M,Skilled Manual,80000,M,314
11308,Ian,Gonzales,M,Professional,60000,M,546
11309,Victoria,Lewis,F,Professional,60000,S,536
11310,Erin,Sanders,F,Management,70000,S,360
11311,Gabrielle,Lopez,F,Management,70000,S,626
11312,Sara,Richardson,F,Management,70000,S,626
11313,Trevor,Jenkins,M,Management,70000,S,632
11314,Mya,Flores,F,Management,70000,S,618
11315,Hailey,Ward,F,Management,70000,S,632
11316,Luke,Allen,M,Management,60000,M,51
11317,Victoria,Russell,F,Professional,40000,S,548
11318,Jessica,Wilson,F,Professional,40000,S,614
11319,Jade,Bailey,F,Management,70000,M,348
11320,Morgan,Hill,F,Management,80000,M,325
11321,Terrance,Raman,M,Management,90000,M,612
11322,Sydney,Garcia,F,Management,90000,M,611
11323,Jose,Patterson,M,Management,120000,S,314
11324,Zachary,Anderson,M,Management,90000,M,325
11325,Elijah,Ross,M,Management,90000,S,637
11326,Rafael,Xie,M,Management,130000,M,300
11327,Jaime,Moreno,M,Management,90000,M,301
11328,Julian,Griffin,M,Management,90000,M,55
11329,Andy,Alvarez,M,Management,90000,S,311
11330,Ryan,Thompson,M,Management,110000,M,59
11331,Samantha,Jenkins,F,Skilled Manual,90000,M,63
11332,Deanna,Ramos,F,Manual,10000,S,153
11333,Emily,Miller,F,Clerical,20000,M,261
11334,Nicole,Brown,F,Manual,10000,M,269
11335,Carla,Raman,F,Manual,10000,M,120
11336,Shaun,Raji,M,Clerical,20000,M,204
11337,Jerome,Romero,M,Manual,10000,M,273
11338,Frank,Navarro,M,Clerical,20000,M,154
11339,Dennis,She,M,Clerical,20000,S,202
11340,Melody,Munoz,F,Clerical,10000,M,192
11341,Randy,Zeng,M,Clerical,20000,M,236
11342,Marshall,Wang,M,Clerical,30000,M,191
11343,Arthur,Carlson,M,Manual,10000,M,264
11344,Jessie,Jimenez,F,Manual,10000,M,262
11345,Robin,Ramos,F,Manual,10000,S,224
11346,Deanna,Gutierrez,F,Manual,10000,S,196
11347,Roy,Navarro,M,Manual,10000,M,156
11348,Shawn,Rai,M,Manual,10000,M,151
11349,Mindy,Luo,F,Manual,10000,M,134
11350,Cara,Zhou,F,Clerical,30000,M,265
11351,Anne,Ramos,F,Clerical,20000,S,253
11352,Raymond,Rodriguez,M,Manual,10000,M,222
11353,Carrie,Ortega,F,Clerical,30000,S,271
11354,Deanna,Suarez,F,Manual,20000,M,119
11355,Roberto,Gutierrez,M,Clerical,40000,M,275
11356,Terrence,Carson,M,Manual,10000,S,6
11357,Ramon,Ye,M,Manual,10000,S,21
11358,Cynthia,Malhotra,F,Manual,10000,S,2
11359,Jarrod,Prasad,M,Manual,10000,S,7
11360,Tyrone,Serrano,M,Manual,10000,S,26
11361,Cindy,Ramos,F,Manual,10000,M,10
11362,Damien,Shan,M,Manual,10000,M,33
11363,Julian,Ross,M,Manual,10000,S,35
11364,Jennifer,Collins,F,Manual,10000,S,34
11365,Brittney,Sun,F,Manual,10000,S,29
11366,Virginia,Patel,F,Clerical,20000,M,37
11367,Calvin,Nara,M,Clerical,20000,M,12
11368,Edward,Miller,M,Manual,10000,S,26
11369,Ashlee,Tang,F,Clerical,20000,M,29
11370,Alicia,Xu,F,Clerical,20000,M,38
11371,Lacey,Jai,F,Clerical,20000,M,26
11372,Wendy,Romero,F,Clerical,20000,S,20
11373,Carly,Luo,F,Clerical,30000,M,135
11374,Jimmy,Ortega,M,Clerical,30000,S,162
11375,Francisco,Martinez,M,Clerical,30000,M,240
11376,Lance,Vazquez,M,Clerical,40000,S,268
11377,David,Robinett,M,Clerical,30000,M,161
11378,Shannon,Liang,F,Manual,10000,S,184
11379,Gary,Vazquez,M,Manual,10000,M,214
11380,Mitchell,Kumar,M,Manual,20000,S,175
11381,Meredith,Raman,F,Manual,20000,M,249
11382,Edward,Patterson,M,Manual,20000,M,189
11383,Marie,Gill,F,Clerical,30000,M,206
11384,Tiffany,Wang,F,Clerical,30000,M,211
11385,Miguel,Allen,M,Clerical,30000,S,279
11386,Jaclyn,Cai,F,Clerical,30000,M,127
11387,Megan,Ramirez,F,Clerical,40000,S,238
11388,Joseph,Martin,M,Clerical,40000,M,279
11389,Karl,Shan,M,Manual,10000,S,130
11390,Christine,Raji,F,Manual,10000,S,208
11391,Lindsay,Xie,F,Manual,10000,S,135
11392,Willie,Zhao,M,Manual,10000,S,131
11393,Kurt,Pal,M,Manual,10000,S,182
11394,George,McDonald,M,Manual,10000,S,259
11395,Beth,Gutierrez,F,Clerical,30000,S,118
11396,Ian,Lopez,M,Manual,10000,M,175
11397,Latoya,Shan,F,Manual,20000,S,197
11398,Colin,Nath,M,Clerical,30000,S,261
11399,Brenda,Mehta,F,Clerical,30000,S,202
11400,Franklin,Raji,M,Clerical,40000,S,251
11401,Linda,Navarro,F,Clerical,40000,M,204
11402,Kelli,Cai,F,Clerical,40000,M,183
11403,Nancy,Schmidt,F,Clerical,40000,S,179
11404,Megan,Taylor,F,Manual,10000,S,133
11405,Bonnie,Goel,F,Manual,10000,S,143
11406,Latoya,Xu,F,Manual,20000,M,199
11407,Mario,She,M,Manual,20000,M,170
11408,Darren,Gill,M,Manual,10000,M,257
11409,Jacqueline,Hayes,F,Manual,10000,S,208
11410,Maurice,Goel,M,Manual,20000,M,201
11411,Devin,Ross,M,Professional,80000,M,121
11412,Sydney,Bryant,F,Professional,80000,S,121
11413,Megan,Stewart,F,Professional,80000,M,238
11414,Ian,Richardson,M,Professional,80000,S,241
11415,Randy,She,M,Professional,90000,S,127
11416,Katrina,Becker,F,Skilled Manual,60000,M,185
11417,Lacey,Zheng,F,Professional,70000,M,222
11418,Rafael,Hu,M,Professional,90000,S,160
11419,Kyle,Scott,M,Management,150000,M,273
11420,Jordan,Turner,M,Management,100000,M,189
11421,Amy,Sun,F,Management,110000,M,172
11422,Dustin,Deng,M,Management,170000,M,268
11423,Jasmine,Stewart,F,Professional,80000,M,147
11424,Pamela,Garcia,F,Professional,80000,M,164
11425,Ariana,Gray,F,Professional,90000,M,184
11426,Kristopher,Mehta,M,Management,110000,M,156
11427,Desiree,Dominguez,F,Professional,110000,M,168
11428,Deanna,Perez,F,Management,120000,S,173
11429,Marco,Lopez,M,Professional,80000,M,218
11430,Casey,Yuan,F,Professional,90000,M,155
11431,Bryant,Garcia,M,Professional,110000,M,120
11432,Dominique,Prasad,F,Professional,80000,M,206
11433,Maurice,Shan,M,Professional,80000,M,224
11434,Andre,Lopez,M,Professional,170000,M,274
11435,Robin,Romero,F,Management,100000,S,168
11436,Taylor,Cox,F,Management,160000,M,273
11437,Alfredo,Moreno,M,Management,90000,M,190
11438,Jenny,Nara,F,Management,130000,M,162
11439,Janet,Munoz,F,Management,90000,M,217
11440,Sergio,Weber,M,Skilled Manual,80000,M,187
11441,Erika,Gomez,F,Skilled Manual,90000,M,192
11442,Joseph,Harris,M,Skilled Manual,90000,M,224
11443,Grace,Griffin,F,Professional,60000,S,31
11444,Tina,Mehta,F,Professional,70000,M,32
11445,Kari,Kim,F,Professional,70000,S,15
11446,Bethany,Chander,F,Professional,70000,S,5
11447,Jennifer,Roberts,F,Professional,70000,M,25
11448,Kyle,Patterson,M,Professional,80000,S,35
11449,Alvin,Hu,M,Professional,80000,M,37
11450,Brett,Mehta,M,Management,130000,S,28
11451,Ruben,Muñoz,M,Professional,70000,S,10
11452,Erika,Rubio,F,Professional,80000,S,21
11453,Stanley,Malhotra,M,Professional,80000,S,31
11454,Melinda,Navarro,F,Professional,80000,S,35
11455,Ross,Sanz,M,Management,100000,M,36
11456,Jon,Gao,M,Professional,120000,M,17
11457,Jaime,Gutierrez,F,Professional,90000,M,19
11458,Bianca,Liu,F,Management,100000,M,16
11459,Tasha,Deng,F,Professional,80000,S,13
11460,Melvin,Chande,M,Professional,90000,S,33
11461,Victor,Jimenez,M,Professional,90000,S,6
11462,Laura,Lin,F,Management,110000,M,8
11463,Alisha,Beck,F,Management,110000,M,28
11464,Alejandro,Huang,M,Professional,90000,M,38
11465,Louis,Luo,M,Professional,90000,M,23
11466,Grant,Tang,M,Management,150000,M,6
11467,Arturo,Zheng,M,Management,170000,M,17
11468,Jaclyn,Andersen,F,Skilled Manual,40000,M,278
11469,Edwin,Raji,M,Manual,10000,S,278
11470,Jay,Suarez,M,Manual,20000,S,177
11471,Latasha,Suarez,F,Clerical,30000,S,207
11472,Kenneth,Kumar,M,Professional,60000,S,24
11473,Grace,Henderson,F,Manual,20000,S,221
11474,Melvin,Xu,M,Manual,20000,S,265
11475,Cesar,Subram,M,Manual,30000,S,251
11476,Erika,Navarro,F,Skilled Manual,40000,M,241
11477,Tristan,Hughes,M,Manual,30000,S,127
11478,Billy,Hernandez,M,Manual,30000,S,218
11479,Darryl,Wu,M,Skilled Manual,40000,M,182
11480,Colleen,Ma,F,Skilled Manual,40000,M,224
11481,Erica,Hu,F,Skilled Manual,40000,M,156
11482,Adrienne,Torres,F,Manual,30000,S,272
11483,Calvin,Chande,M,Skilled Manual,40000,M,199
11484,Erick,Sai,M,Clerical,40000,S,171
11485,Donald,Chandra,M,Clerical,40000,M,237
11486,Ariana,Rogers,F,Manual,10000,S,117
11487,Morgan,Jones,F,Manual,10000,S,186
11488,Jermaine,Lopez,M,Manual,20000,S,256
11489,Deborah,Goel,F,Manual,20000,S,262
11490,Danny,Rubio,M,Manual,20000,S,217
11491,Andre,Perez,M,Manual,20000,M,255
11492,Terrence,Chander,M,Manual,30000,S,115
11493,Dawn,Wu,F,Clerical,40000,S,255
11494,Jimmy,Gutierrez,M,Clerical,40000,S,267
11495,Francis,Jimenez,M,Clerical,40000,S,154
11496,Gary,Ortega,M,Clerical,40000,S,272
11497,Katrina,Nath,F,Clerical,40000,S,261
11498,Arturo,Sun,M,Clerical,40000,S,49
11499,Pedro,Vance,M,Clerical,40000,S,311
11500,Sarah,Simmons,F,Skilled Manual,40000,S,52
11501,Brandy,Chandra,F,Clerical,40000,S,49
11502,Jared,Peterson,M,Clerical,40000,S,63
11503,Dennis,Wu,M,Skilled Manual,50000,M,312
11504,Jordan,Baker,F,Skilled Manual,40000,M,315
11505,Jasmine,Powell,F,Skilled Manual,60000,S,43
11506,Nicholas,Brown,M,Skilled Manual,60000,S,60
11507,Isabella,Russell,F,Skilled Manual,60000,S,69
11508,Elizabeth,Wilson,F,Skilled Manual,60000,S,626
11509,Roger,Harui,F,Skilled Manual,30000,M,347
11510,Seth,Roberts,M,Skilled Manual,30000,M,54
11511,Caleb,Perry,M,Skilled Manual,30000,M,543
11512,Natalie,Campbell,F,Manual,20000,S,59
11513,Alyssa,Howard,F,Manual,20000,S,62
11514,Dalton,Diaz,M,Clerical,30000,M,642
11515,Shannon,Huang,F,Clerical,30000,M,301
11516,Mya,Gonzales,F,Clerical,30000,M,310
11517,Katherine,Bryant,F,Clerical,40000,M,355
11518,Edward,Washington,M,Clerical,40000,M,545
11519,Jerome,Navarro,M,Clerical,40000,M,49
11520,Jada,Morgan,F,Clerical,40000,M,60
11521,Ariana,Peterson,F,Clerical,40000,M,644
11522,Christian,Hughes,M,Skilled Manual,80000,M,546
11523,Lucas,Taylor,M,Clerical,40000,M,54
11524,Alyssa,Jackson,F,Clerical,40000,M,374
11525,Ariana,Cook,F,Clerical,40000,M,543
11526,Katherine,Diaz,F,Clerical,40000,M,70
11527,Jenna,Green,F,Clerical,40000,M,361
11528,Joan,Washington,F,Clerical,40000,M,325
11529,Austin,Bryant,M,Clerical,40000,M,547
11530,Andrew,Martinez,M,Clerical,40000,M,54
